Layer Name,OBJECTID,Shape,ObservationURI,WellName,APINo,HeaderURI,OtherID,OtherName,BoreholeName,Label,Operator,LeaseOwner,LeaseNo,SpudDate,EndedDrillingDate,WellType,Status,CommodityOfInterest,StatusDate,Function,Production,Field,County,State,PLSS_Meridians,TWP,RGE,Section_,SectionPart,Parcel,UTM_E,UTM_N,UTMDatumZone,LatDegree,LongDegree,SRS,LocationUncertaintyStatement,DrillerTotalDepth,LengthUnits,WellboreShape,TrueVerticalDepth,ElevationGL,BitDiameterCollar,BitDiameterTD,DiameterUnits,Notes,MaximumRecordedTemperature,MeasuredTemperature,CorrectedTemperature,TemperatureUnits,TimeSinceCirculation,CirculationDuration,MeasurementProcedure,CorrectionType,DepthOfMeasurement,MeasurementDateTime,MeasurementFormation,MeasurementSource,CasingLogger,CasingBottomDepthDriller,CasingPipeDiameter,CasingWeight,CasingWeightUnits,CasingThickness,DrillingFluid,Salinity,MudResistivity,Density,FluidLevel,pH,Viscosity,FluidLoss,InformationSource
BoreholeTemperature (AZBoreholeTemperatures),1677,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0218/,Socony Mobil Oil 1 Navajo-155,02-001-05150,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05150/,272,,,Socony Mobil Oil 1 Navajo-155,Socony Mobil Oil,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T39N,25E,28,SE NW,,,,NAD83 zone 12,36.76040325,-109.6517844,WGS 84,nil:missing,5632,ft,,,4970,,6.75,in,Topo shows 'Flowing Well' nearby;  nothing else on topo (ERP). original measurment: 83 F. Converted to Centigrade.,,83,,F,3.5,,Maximum temperature as reported on well log.,,2426,1964-03-24T00:00:00,unknown,"Temperature reported on well Sonic Log-Gamma Ray with Caliper log number 0272SL-1, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FRESH - GEL,,2.20 at 83 F,11.2,,9,55,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1676,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0219/,Socony Mobil Oil 1 Navajo-155,02-001-05150,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05150/,272,,,Socony Mobil Oil 1 Navajo-155,Socony Mobil Oil,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T39N,25E,28,SE NW,,,,NAD83 zone 12,36.76040325,-109.6517844,WGS 84,nil:missing,5632,ft,,,4970,,6.75,in,Topo shows 'Flowing Well' nearby;  nothing else on topo (ERP). original measurment: 105 F. Converted to Centigrade.,,105,,F,5,,Maximum temperature as reported on well log.,,5252,1964-04-15T00:00:00,unknown,"Temperature reported on well Sonic Log-Gamma Ray with Caliper log number 0272SL-2, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FRESH - GEL,,1.3 at 105 F,9.2,,9.8,42,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1675,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0220/,Socony Mobil Oil 1 Navajo-155,02-001-05150,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05150/,272,,,Socony Mobil Oil 1 Navajo-155,Socony Mobil Oil,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T39N,25E,28,SE NW,,,,NAD83 zone 12,36.76040325,-109.6517844,WGS 84,nil:missing,5632,ft,,,4970,,6.75,in,Topo shows 'Flowing Well' nearby;  nothing else on topo (ERP). original measurment: 115 F. Converted to Centigrade.,,115,,F,13,,Maximum temperature as reported on well log.,,5632,1964-04-25T00:00:00,Precambrian metamorphic,"Temperature reported on well Sonic Log-Gamma Ray with Caliper log number 0272SL-3, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FRESH - GEL,,1.3 at 115 F,9.1,,9.5,44,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1674,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0224/,Texas Pacific Coal 1 Navajo-190,02-001-05154,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05154/,95,,,Texas Pacific Coal 1 Navajo-190,Texas Pacific Coal,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T40N,26E,20,SE SE,,,,NAD83 zone 12,36.85446703,-109.5732176,WGS 84,Located within 355meters. ,6409,ft,,,5307,,8.75,in,Nothing on topo or imagery (ERP). original measurment: 110 F. Converted to Centigrade.,,110,,F,,,Maximum temperature as reported on well log.,,6321,1959-11-09T00:00:00,unknown,"Temperature reported on well Induction Electrical log, log number 0095IEL-2, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,NATIVE,,92 at 110 F,10.1,,11.5,55,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1673,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0225/,Texas Pacific Coal 1 Navajo-190,02-001-05154,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05154/,95,,,Texas Pacific Coal 1 Navajo-190,Texas Pacific Coal,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T40N,26E,20,SE SE,,,,NAD83 zone 12,36.85446703,-109.5732176,WGS 84,Located within 355meters. ,6409,ft,,,5307,,8.75,in,Nothing on topo or imagery (ERP). original measurment: 90 F. Converted to Centigrade.,,90,,F,,,Maximum temperature as reported on well log.,,1213,1959-09-23T00:00:00,unknown,"Temperature reported on well Micro Logging log number 0095ML-1, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,NATIVE,,6.8 at 90 F,9.6,,,37,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1672,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0251/,El Paso Natural Gas 1 Bita Peak Navajo,02-001-05174,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05174/,35,,,El Paso Natural Gas 1 Bita Peak Navajo,El Paso Natural Gas,Navajo Tribal,,,,nil:missing,"Gas well, plugged abandoned",nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,31E,19,SW NW,,,,NAD83 zone 12,36.94616889,-109.0642613,WGS 84,Located within 355meters. ,5634,ft,,,5028,,8.75,in,Nothing on topo or imagery (ERP). original measurment: 120 F. Converted to Centigrade.,,120,,F,,,Maximum temperature as reported on well log.,,5634,1956-08-10T00:00:00,Pennsylvanian Paradox,"Temperature reported on well Micro Logging log number 0035ML, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,DRISCOSE OIL EMUL.,,.53 at 120 F,9.9,,13,51,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1671,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0252/,E B LaRue Jr. 1 Toh Atin,02-001-05175,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05175/,168,,,E B LaRue Jr. 1 Toh Atin,"LaRue, E. B. Jr.",Navajo 14-20-603-4317,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,29E,22,NE NE,,,,NAD83 zone 12,36.95030038,-109.2122925,WGS 84,Located within 85meters. ,6301,ft,,,5325,,6.75,in,Nothing on topo; imagery shows disturbed area (ERP). original measurment: 132 F. Converted to Centigrade.,,132,,F,,,Maximum temperature as reported on well log.,,6309,1961-12-06T00:00:00,Miss Thunder Springs,"Temperature reported on well Radioactivity (Gamma Ray-Neutron) log, log number 0168GRN, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,CHEM - GEL,,,,,,,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1670,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0253/,El Paso Natural Gas 3 Navajo,02-001-05176,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05176/,Jan-84,,,El Paso Natural Gas 3 Navajo,El Paso Natural Gas,Navajo,,,,nil:missing,Stratigraphic test,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,31E,19,NW NW,,,,NAD83 zone 12,36.95151149,-109.0643899,WGS 84,Located within 400meters. ,740,ft,,,5027,,4.75,in,Nothing on topo or imagery (ERP). original measurment: 80 F. Converted to Centigrade.,,80,,F,,,Maximum temperature as reported on well log.,,692,1956-02-07T00:00:00,Triassic Wingate,"Temperature reported on well Electrical log, log number 01-84EL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,Water,,5.3 at 80 F,,,,,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1653,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0419/,Beta Exploration 2X Navajo-E reentry 3,02-001-20116-0003,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20116-0003/,651,,,Beta Exploration 2X Navajo-E reentry 3,Beta Exploration,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T36N,30E,19,SE SW,,,,NAD83 zone 12,36.50814937,-109.1586288,WGS 84,nil:missing,4677,ft,,,8620,,7.875,in,Well on topo; pt moved to match (ERP). original measurment: 96 F. Converted to Centigrade.,,96,,F,,,Maximum temperature as reported on well log.,,4672,1975-08-22T00:00:00,Mississippian,"Temperature reported on well Borehole Compensated Sonic log, log number 0651BHCS, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FGM,,2.27 at 96 F,8.9,,11.5,45,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1652,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0420/,Merrion 2-11 Navajo,02-001-20117,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20117/,518,,,Merrion 2-11 Navajo,Merrion Oil and Gas (Consolidated),Navajo,,,,nil:missing,"Oil well, plugged abandoned",nil:missing,,nil:missing,nil:missing,East Boundary Butte,APACHE,Arizona,Gila and Salt River Meridian,T41N,28E,11,SW NW,,,,NAD83 zone 12,36.97606485,-109.3168237,WGS 84,nil:missing,5045,ft,,,5474,,7.875,in,Well on topo (ERP). original measurment: 110 F. Converted to Centigrade.,,110,,F,3,,Maximum temperature as reported on well log.,,5032,1969-10-27T00:00:00,Pennsylvanian,"Temperature reported on well Induction Electric log, log number 0518IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,MUD - GEL,,2.7 at 110 F,8.9,,,42,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1651,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0427/,Consolidated Oil 1-1 Navajo,02-001-20126,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20126/,528,,,Consolidated Oil 1-1 Navajo,Consolidated Oil,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,East Boundary Butte,APACHE,Arizona,Gila and Salt River Meridian,T41N,28E,1,SW SW,,,,NAD83 zone 12,36.98294027,-109.2979785,WGS 84,nil:missing,6144,ft,,,5698,,7.875,in,Well on topo (ERP). original measurment: 100 F. Converted to Centigrade.,,100,,F,2,,Maximum temperature as reported on well log.,,6138,1970-03-02T00:00:00,Miss Horseshoe Mesa,"Temperature reported on well Induction Electrical log, log number 0528IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FGM,,2.21 at 100 F,8.9,,9,61,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1645,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0303/,Pan American Petroleum 1 Tohlacon-Navajo,02-001-05301,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05301/,60,,,Pan American Petroleum 1 Tohlacon-Navajo,Pan American Pet.,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T40N,25E,11,NE SE,,,,NAD83 zone 12,36.88736261,-109.627788,WGS 84,nil:missing,6587,ft,,,5297,,8.75,in,Well on topo; pt moved to match (ERP).,,235,,F,,,Maximum temperature as reported on well log.,,4249,1958-10-03T00:00:00,unknown,"Temperature reported on well Induction Electrical log, log number 0060IEL-1, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,GEL-CHEM,,.88 at 113 F,10,,12.3,39,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1644,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0264/,Merrion-Bayless 23-11 Navajo,02-001-05190,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05190/,69,,,Merrion-Bayless 23-11 Navajo,Merrion-Bayless (Shell),Navajo Tribal,,,,nil:missing,"Oil well, plugged abandoned",nil:missing,,nil:missing,nil:missing,East Boundary Butte,APACHE,Arizona,Gila and Salt River Meridian,T41N,28E,11,NE SW,,,,NAD83 zone 12,36.97196116,-109.3123595,WGS 84,nil:missing,5500,ft,,,5424,,7.875,in,Well on topo; pt moved to match (ERP). original measurment: 105 F. Converted to Centigrade.,,105,,F,,,Maximum temperature as reported on well log.,,5487,1959-04-14T00:00:00,Pennsylvanian,"Temperature reported on well Induction Electrical log, log number 0069IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,High PH GEL,,1.6 at 105 F,9.3,,12,54,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1643,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0366/,Miami Oil Producer 1 Navajo,02-001-20049,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20049/,425,,,Miami Oil Producer 1 Navajo,Miami Oil Producer,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,30E,30,NE NW,,,,NAD83 zone 12,36.93586651,-109.1670442,WGS 84,Located within 345meters. ,6623,ft,,,5339,,7.875,in,Nothing on topo or imagery (ERP). original measurment: 119 F. Converted to Centigrade.,,119,,F,3,,Maximum temperature as reported on well log.,,6622,1967-12-10T00:00:00,Devonian Aneth,"Temperature reported on well Induction Electrical log, log number 0425IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,CHEM - GEL - CAU.,,1.32 at 119 F,9.5,,9.5,57,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1640,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0286/,Champlin Petroleum 1 Navajo-190,02-001-05258,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05258/,367,,,Champlin Petroleum 1 Navajo-190,Champlin Petroleum,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,South Andio Creek,APACHE,Arizona,Gila and Salt River Meridian,T41N,29E,3,SE NE,,,,NAD83 zone 12,36.99038932,-109.2122514,WGS 84,Located within 340meters. ,5276,ft,,,5197,,7.875,in,Nothing on topo or imagery (ERP). original measurment: 104 F. Converted to Centigrade.,,104,,F,1,,Maximum temperature as reported on well log.,,5274,1966-12-05T00:00:00,Pennsylvanian Desert Crk,"Temperature reported on well Acoustic Velocity log, log number 0367SL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,MUD,,2.80 at 104 F,10.2,,,240,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1633,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0386/,Champlin Petroleum 1 Navajo,02-001-20077,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20077/,455,,,Champlin Petroleum 1 Navajo,Champlin Petroleum,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T37N,25E,4,NW SE,,,,NAD83 zone 12,36.64174643,-109.6500679,WGS 84,nil:missing,5257,ft,,,5194,,7.875,in,Well on topo; pt moved to match (ERP). original measurment: 104 F. Converted to Centigrade.,,104,,F,4,,Maximum temperature as reported on well log.,,5229,1968-03-30T00:00:00,Precambrian quartzite,"Temperature reported on well Borehole Compensated Sonic log, log number 0455BHCS, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,GEL - MUD,,2 at 104 F,9.3,,9,75,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1630,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0389/,Pan American Petroleum 1 Navajo-AF,02-001-20082,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20082/,468,,,Pan American Petroleum 1 Navajo-AF,Pan American Pet.,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T38N,30E,12,SE NW,,,,NAD83 zone 12,36.71722741,-109.0791961,WGS 84,nil:missing,4796,ft,,,5868,,8.375,in,Well on topo; pt moved to match (ERP). original measurment: 122 F. Converted to Centigrade.,,122,,F,6,,Maximum temperature as reported on well log.,,4795,1968-09-01T00:00:00,Miss Whitmore Wash,"Temperature reported on well Induction Electrical log, log number 0468IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FGM,,1.10 at 122 F,10,,8.5,91,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1624,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0280/,Merrion 2 Navajo,02-001-05200,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05200/,22,,,Merrion 2 Navajo,Merrion (Shell),Navajo,,,,nil:missing,Shut in oil well,nil:missing,,nil:missing,nil:missing,East Boundary Butte,APACHE,Arizona,Gila and Salt River Meridian,T41N,28E,3,SE NW,,,,NAD83 zone 12,36.99008211,-109.3296743,WGS 84,nil:missing,6339,ft,,,5305,,8.75,in,Well on topo (ERP). original measurment: 134 F. Converted to Centigrade.,,134,,F,,,Maximum temperature as reported on well log.,,5321,1954-09-02T00:00:00,unknown,"Temperature reported on well Electrical log, log number 0022EL-2, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,GEL-LIME BASE,,.54 at 134 F,9.8,,11.5,50,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1616,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0344/,Mountain States Petroleum 7 Navajo,02-001-20013,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20013/,389,,,Mountain States Petroleum 7 Navajo,Mountain States Pet. (Kerr-McGee),Navajo,,,,nil:missing,Shut in oil well,nil:missing,,nil:missing,nil:missing,Pinta Dome,APACHE,Arizona,Gila and Salt River Meridian,T36N,30E,29,SE SW,,,,NAD83 zone 12,36.49287854,-109.1412387,WGS 84,nil:missing,3260,ft,,,7498,,8.75,in,Well on topo; pt moved to match (ERP). original measurment: 98 F. Converted to Centigrade.,,98,,F,3,,Maximum temperature as reported on well log.,,3246,1967-04-10T00:00:00,Pennsylvanian Hermosa,"Temperature reported on well Borehole Compensated Sonic log, log number 0389BHCS, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FRESH - GEL,,2.55 at 98 F,9.3,,8,70,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1399,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0365/,Skelly Oil 1 Navajo-Q,02-001-20047,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20047/,423,,,Skelly Oil 1 Navajo-Q,Skelly Oil,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T38N,30E,18,NW NW,,,,NAD83 zone 12,36.70622184,-109.1738618,WGS 84,nil:missing,5364,ft,,,6704,,7.875,in,Well on topo; pt moved to match (ERP). original measurment: 110 F. Converted to Centigrade.,,110,,F,5,,Maximum temperature as reported on well log.,,5360,1967-09-02T00:00:00,Devonian McCracken,"Temperature reported on well Borehole Compensated Sonic log, log number 0423BHCS, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FGM,,1.46 at 110 F,9.1,,11,50,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1398,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0379/,Humble 2 Navajo-E,02-001-20067-0000,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20067-0000/,65,,,Humble 2 Navajo-E,Humble Oil & Rfng,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,East Boundary Butte,APACHE,Arizona,Gila and Salt River Meridian,T41N,28E,9,SW NE,,,,NAD83 zone 12,36.9760567,-109.3431355,WGS 84,Located within 355meters. ,6520,ft,,,5527,,8.75,in,Nothing on topo or imagery (ERP). original measurment: 135 F. Converted to Centigrade.,,135,,F,,,Maximum temperature as reported on well log.,,6485,1958-11-10T00:00:00,Devonian Elbert?,"Temperature reported on well Induction Electric Log* log number 0065IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,Water Base,,.9 at 135 F,9.7,,12.5,49,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1397,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0380/,Merrion 2 Navajo-E,02-001-20067-0001,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20067-0001/,444,,,Merrion 2 Navajo-E,Merrion (Humble),Navajo,,,,nil:missing,"Salt water disposal well, plugged abanoned",nil:missing,,nil:missing,nil:missing,East Boundary Butte,APACHE,Arizona,Gila and Salt River Meridian,T41N,28E,9,SW NE,,,,NAD83 zone 12,36.9760567,-109.3431355,WGS 84,Located within 355meters. ,6510,ft,,,5527,,8.75,in,Nothing on topo or imagery (ERP). original measurment: 135 F. Converted to Centigrade.,,135,,F,,,Maximum temperature as reported on well log.,,6475,1958-11-10T00:00:00,Devonian Elbert?,"Temperature reported on well Induction Electric log, log number 0444IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,WATER BASE CHEMICAL TREAT,,.9 at 135 F,9.7,,12.5,49,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),744,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0491/,Mountain States Petroleum 6 Navajo-88,02-001-20252,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20252/,722,,,Mountain States Petroleum 6 Navajo-88,Mountain States Pet. (Kerr-McGee),Navajo,,,,nil:missing,Shut in oil well,nil:missing,,nil:missing,nil:missing,Dineh Bi Keyah,APACHE,Arizona,Gila and Salt River Meridian,T36N,29E,25,NW SE,,,,NAD83 zone 12,36.49650907,-109.1702259,WGS 84,Located within 130meters. ,4439,ft,,,8579,,7.875,in,Nothing on topo; drill field on imagery (ERP). original measurment: 109 F. Converted to Centigrade.,,109,,F,3.75,,Maximum temperature as reported on well log.,,4428,1981-08-24T00:00:00,Pennsylvanian Hermosa,"Temperature reported on well Compensated Formation Density log, log number 0722CDL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,SGM,,.99 at 109 F,9.1,,9,40,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1171,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0254/,Great Western Drilling 1 El Paso Navajo,02-001-05177,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05177/,245,,,Great Western Drilling 1 El Paso Navajo,Great Western Drlg,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,25E,20,NE NE,,,,NAD83 zone 12,36.95011913,-109.681326,WGS 84,nil:missing,7085,ft,,,4860,,7.875,in,Well on topo; pt moved to match (ERP). original measurment: 133 F. Converted to Centigrade.,,133,,F,,,Maximum temperature as reported on well log.,,7080,1963-10-21T00:00:00,Precambrian metamorphic,"Temperature reported on well Induction Electric log, log number 0245IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,OIL EMUL -CHEM GEL,,1.74 at 133 F,8.8,,8,48,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1170,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0255/,E B LaRue Jr. 2 Dinne,02-001-05178,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05178/,166,,,E B LaRue Jr. 2 Dinne,"LaRue, E. B. Jr.",Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,27E,22,NE NE,,,,NAD83 zone 12,36.95064782,-109.4284259,WGS 84,Located within 385meters. ,6250,ft,,,5444,,6.75,in,Nothing on topo or imagery (ERP). original measurment: 111 F. Converted to Centigrade.,,111,,F,,,Maximum temperature as reported on well log.,,6244,1961-11-12T00:00:00,Pennsylvanian Molas,"Temperature reported on well Induction Electrical log, log number 0166IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,GEL MUD,,1.40 at 111 F,9,,9,59,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1169,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0256/,Texaco 2 Navajo-AG,02-001-05179,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05179/,266,,,Texaco 2 Navajo-AG,Texaco,Navajo,,,,nil:missing,"Salt water disposal well, plugged abanoned",nil:missing,,nil:missing,nil:missing,Walker Creek,APACHE,Arizona,Gila and Salt River Meridian,T41N,25E,21,NW NE,,,,NAD83 zone 12,36.95032273,-109.6688112,WGS 84,nil:missing,6770.5,ft,,,4857.5,,7.875,in,Well on topo; pt moved to match (ERP). original measurment: 130 F. Converted to Centigrade.,,130,,F,2,,Maximum temperature as reported on well log.,,6766,1964-03-08T00:00:00,Precambrian metamorphic,"Temperature reported on well Sonic Log-Gamma Ray with Caliper log number 0266SL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,S.A. CAUSTIC-BENEX-GEL,,1.1 at 130 F,9.2,,,105,,Arizona Geological Survey - 2012
